,xi,xf
0,11.581084846763096,13.2748171022935
1,49.073462384612775,22.873983305586837
2,17.10533384536258,33.4947223808196
3,40.91462504281537,33.854170298362405
4,6.092078900048964,8.011563613734602
5,14.818178605325915,18.05230416074042
6,29.10837515721803,41.147727807988446
7,0.23619665562913394,48.10122370704618
8,35.050380941332406,22.944809449249753
9,6.480817193624134,8.638882214253723
10,30.62477714195424,24.55426445254959
11,13.450969045018784,33.323603363116376
12,44.40980279481189,12.14092426296941
13,23.37339909986957,30.67338820681912
14,28.13768085205286,43.58498136935039
15,36.17592435645445,46.911117024213915
16,4.399509376556904,13.372878990315195
17,47.73275760941041,4.899013631900595
18,34.50511323878433,25.496836074608463
19,18.992756484305488,33.35174586603789
20,36.41489718059839,3.042870010073262
21,21.684845432724053,20.29467972008202
22,24.88967708573852,47.66411349171076
23,18.73732471327887,43.35641917958552
24,8.898664059519334,14.165968099228749
25,23.224386027610482,41.829273087807536
26,12.95795521761775,17.28879409923682
27,48.491035708950506,0.6456845801945277
28,19.99126583172281,36.159836015952806
29,16.274487311709677,3.4147216990112303
30,13.19899915991069,12.384481018311854
31,15.55740590792104,27.541235802140125
32,8.198152120634717,28.094407975689084
33,21.33935018591222,21.46208079610723
34,37.77838718085478,0.8746265848169288
35,43.252905102679506,33.059624743460574
36,31.54854567574613,47.202142244119216
37,38.76633701366259,22.487511323162252
38,29.852233235425672,14.49573461535954
39,44.96961326886986,10.452023001273231
40,2.701478830596865,28.225420616615416
41,26.277424684683737,38.504717060992874
42,5.066823490612121,19.84736713794516
43,20.379958875119307,8.28227396184602
44,13.04870453617603,32.78850339597533
45,4.948315985645197,2.607852850379244
46,29.24906542042208,18.50964399578435
47,1.6526322963663298,27.820943386923624
48,8.591530472780834,13.827980334476752
49,42.33197459096071,45.801301647556784
