,xi,xf
0,32.505552603738636,30.300769183632205
1,13.228844683337499,11.602969728431145
2,6.281855442345846,45.472046829907306
3,22.054707522383975,21.710079418979284
4,13.726307835894763,48.689246557704905
5,11.426908917925466,27.645783422470927
6,31.353505827553676,18.756642656278693
7,15.02103985480222,49.29746043022679
8,45.30925068623693,10.69357662768281
9,17.882226937967076,19.679829065531106
10,21.489680991758785,40.5335109839297
11,47.92794191157371,49.5238079516676
12,38.45994028025099,38.86258030916912
13,43.624594963692545,24.965740385605674
14,21.757582539272686,14.33844848927564
15,36.88445600002354,24.47347136375887
16,44.56474202346474,11.350137124375687
17,46.20130409504409,2.5046532955695646
18,6.6744544847708305,28.7988155565513
19,41.57588735989229,15.0447908570846
20,34.14614289780374,17.28457009424042
21,28.669313670002182,16.47656503516516
22,35.03722026112005,12.05721259461746
23,39.67334853635584,30.63576053363554
24,49.644411872470585,29.29213632787368
25,6.251419391936242,8.45753690405473
26,37.52591790047481,25.46754859070796
27,31.25948214072554,20.928072948121528
28,38.60382157014774,46.96818213785878
29,32.274849078288106,22.532870774550823
30,11.746094616861885,11.442664282106913
31,27.653396117244355,49.687329792401
32,10.716055908927057,38.75176032846359
33,30.77314125711954,38.96185233865748
34,26.326219711211472,30.905122003980235
35,22.286675936358886,24.05911671683571
36,30.031552154605713,12.499367559819168
37,8.201116672703767,16.972045182645385
38,26.364050167000304,38.75183747425961
39,15.073912347546475,0.8685318535488318
40,39.56837748510359,43.30215073195106
41,27.02940833961148,8.533485104923278
42,48.56918157824219,48.233750467328484
43,11.958648486772644,26.092504198908355
44,28.866183575477645,27.327943747221035
45,10.67758631191104,47.247016569188034
46,19.90158750333393,30.64424470951711
47,27.858921592303094,14.44750578959546
48,32.23987638047257,0.051022698405051026
49,10.688991139309628,40.41338814008933
