,xi,xf
0,36.02714107317958,19.49900459032191
1,12.552319882609419,7.936947876373268
2,49.36175136620072,26.224233126212827
3,22.744402792250906,43.284463749909534
4,8.2950910969814,24.182044378964946
5,21.614249636825623,2.7904818680574985
6,45.51465855917654,8.7200900623845
7,46.98636635715684,46.26966601956164
8,37.15822913773582,43.12335407037055
9,18.960601531285775,18.053741567075264
10,23.827264098464525,45.339049795998406
11,49.66489993278957,30.144425650121633
12,19.498499090434358,5.297035375414677
13,41.1641771061418,26.200759893312213
14,40.52863577992789,42.84488605961202
15,41.16417205634792,33.468115855098254
16,44.84219127662802,38.614578923345206
17,13.201931782663406,3.1305807087374458
18,34.091594290284604,31.521549523734766
19,48.530859356836956,8.834148144741183
20,48.976305395060855,41.5895928217569
21,31.078845871518734,14.84206894642115
22,16.588957014190637,33.80744307574373
23,4.088531090245112,31.348283869869014
24,41.90466093185403,34.01379980447172
25,9.443934504382124,42.739209552295414
26,39.2416769884673,26.75874178933537
27,41.56287111922245,36.303690431887084
28,22.02988249085261,6.9512148467191945
29,14.430356080237155,41.47137123036813
30,39.46185420626301,37.12362521874268
31,49.648769812450894,20.48288420127362
32,7.965074212285322,7.242616229055327
33,31.702401542109413,10.69421305209346
34,6.8828055851168575,22.09327365631063
35,11.697435634813885,28.7872340525962
36,49.681665031410496,36.59160551500547
37,2.9648534283856334,3.877530165212406
38,6.396308169374349,17.131556734218297
39,10.426819170391072,44.71945418889402
40,4.776537510935763,25.336255600492713
41,10.22765513483373,39.731623210743535
42,31.943922958188264,12.907561056681798
43,46.44622034474343,10.751541004696886
44,35.14946798846469,29.388833635726918
45,27.039136529444608,35.4105823715169
46,9.261160631284104,6.161027362757826
47,11.800631163332842,40.41633721378699
48,30.893732971473085,34.401063265308856
49,35.819347268634246,7.917767673406861
