,mean1,mean2,width,height,angle
0,-59.73385944455964,-169.41320790291243,67.59906040474888,-119.99782330316896,97.34931610234317
1,103.3246089165886,-177.93721695990695,29.195600390538942,174.47010487243853,52.6993896208309
2,101.60909969826093,-103.0159889726451,134.84054056060052,-90.17180064220945,14.801078573207104
3,40.48265638751607,138.53933952740869,-34.875122265408066,-74.82592906212949,94.31376482522069
4,40.467685751240765,-58.187893558376274,-166.42479619676863,-152.7504467398467,69.71829676335156
5,149.7479999137654,-144.1590430098423,113.6460644521195,39.34646005325067,91.26724984540553
6,13.87822341855238,42.265558393760585,-111.66981802777859,-87.1528757085642,6.587995373365258
7,-102.88411607397167,-116.59266313174174,-105.0889431314949,158.7695155021891,109.76961558215012
8,140.91951890208514,111.78064761454965,-122.8556557091517,162.75365382677006,61.941776861832956
9,-18.57859051366364,-173.73434099823766,119.79141942280938,138.93080335681486,153.7113629507753
10,-64.89044655920881,31.739252413538793,35.47043502425245,-56.95057209780799,22.248676244162855
11,-7.3676810826028145,-92.9502817781486,-84.88292239445238,-80.77391754737282,139.0323855013165
12,81.96522003446131,-137.55628281038483,-113.8498926586116,34.007654211569616,61.423386167125294
13,127.12509877427806,135.06609179359145,81.8087530370583,138.35007409752825,93.30442741608654
14,-131.07435901395766,-122.82413886570286,-79.36278001986855,-0.7866356634724809,27.848457658210553
15,30.505940209545315,-121.4467160441528,-23.83357151536157,82.2310149803497,173.82995247211414
16,44.66365956896317,22.012177390333875,117.70360984295866,111.10154526051838,142.0800035003328
17,147.85036703160756,-179.30629706065685,-87.85921408636185,-166.177507075084,132.33486619044606
18,-156.02324218898434,0.8473499905112476,-83.38488661604953,-86.97979263177821,94.41285206830794
19,-33.550851596391084,174.8265476755999,-101.06449505994634,-135.22350930621525,30.22562135605126
20,-131.72112309695578,47.325585761409656,104.7200992909477,-14.400353017709762,14.157561489476553
21,130.4502382460309,-41.003855237946425,-146.15733896805835,111.13583229238372,65.74971354601075
22,148.02632739213095,148.65889848087699,-125.23937409761021,-150.14350329454643,159.66268586587492
23,104.70637743452431,-122.28606484845952,-35.40690263306959,61.03004212407669,46.63993365842736
24,126.74654911413546,-114.82428229279442,39.71683611822348,-41.84488421877532,92.46813038951144
25,66.99742485686943,-6.78533965162282,124.94560678328855,-35.23392136856489,161.7737511791275
26,22.24050134895512,-82.85328060896805,-124.95844884334845,83.80593773630369,4.017412069202297
27,39.952563383424405,164.34289005810234,-139.36368273063442,-176.51294474491974,28.944429658905463
28,32.63705704889372,9.166390202889147,18.828894805007536,149.77016094569365,19.854363506870936
29,147.06687198174836,171.26195416998087,-130.13824447467422,-10.719686115438236,4.284656327269141
30,-155.884056415338,-59.993035844226284,-127.88169226540867,73.35833288185808,155.17251713632618
31,12.61990687049635,46.47836764378914,138.69089410078254,69.34077085918048,78.86393364040575
32,-56.178082150404606,-54.01710026146414,70.77789308834554,82.73454066113567,62.8221227021433
33,121.7252329043331,52.48354263485464,42.40046866676562,-39.02759168731046,130.60005212632927
34,145.20982602974516,-24.09998423120055,148.5291393564604,2.619787579455277,12.186821973084335
35,140.96284341673106,82.02350227243693,85.31884270866533,36.202400150336615,36.6490079792615
36,-81.44346335410586,-158.9038220271692,-171.45491106613642,-104.00653283457916,71.59360011469519
37,62.75038053216315,40.8810039401078,-58.66539673194748,21.10220005995643,65.16565956697836
38,18.860147324881297,142.71619520063973,-62.76505287942088,-93.17354189039983,34.00478480534805
39,-80.50520973542814,-140.40451787192882,76.58924095190213,-19.018861860009963,30.417957070382833
40,-2.1848706435957013,-56.14338688419761,128.55288813949966,63.763464448154366,161.47237468324286
41,-2.0452768125348086,105.6201435326737,141.17654290895564,69.23821850367739,130.57633899017853
42,120.73877374818147,175.07550463106475,164.6095066968657,-79.19539657490051,174.57943912890187
43,47.123692413232874,116.54298009178257,-106.35415644769634,136.81083797496325,54.64902592283748
44,-161.25923266348775,-163.5785130017088,-103.17034278170097,-153.19467077776247,109.37691052198703
45,150.12934119919606,-2.289867551146301,52.00705065911578,0.08248113211791974,102.97980115828094
46,-97.40491467209297,-126.89909346440706,31.208382847555868,-2.5757553381622245,41.669613491815646
47,-134.64969685517815,173.43067189482775,58.892606190624406,-24.45558365239455,127.95286253776044
48,-15.885096956425343,141.8947005599611,65.84359992328046,115.27018051204061,80.79207810736759
49,86.60426798247596,-19.09652814426451,-155.19091794890687,-76.02588881074118,109.87021803490003
50,-80.3444204543493,-117.6647964903879,44.38249294960025,170.02514503221266,123.29615520387532
51,50.05379033614159,-41.9718376488259,105.03571561130337,-77.0357165184247,35.493181853139816
52,-131.87531633784758,-143.47029679408837,-130.58839708328532,-56.634832969717195,64.75013528496392
53,30.90357475576195,-105.93852872929405,36.00419831864849,-131.98675671535526,107.63802942864268
54,-23.17942905188312,-127.68407302487566,-11.251301018087986,-171.58563622375075,50.288853373952875
55,-124.75591319762387,-23.161765556881022,172.38379487415295,94.30921790888016,133.07004043089415
56,-102.56191423888052,-179.9992446557619,-25.547716070097522,67.32686885211174,36.78103527887647
57,13.65015357964191,-48.918598507659794,-146.78116993674536,-95.18621284312765,98.96928634399055
58,-30.644592074429482,168.52753582028055,-165.3794824891061,-59.75645170453312,76.75766106864086
59,-109.01646584334978,69.85390781050424,161.32330394732543,14.257831636316354,105.12829580835232
60,-80.94473060930592,81.7863832593053,-40.83528459673079,60.57615872248263,140.07663709044675
61,-172.05944651936113,-3.8212484578379247,-41.37175361002835,-134.7375074004197,113.24516130615116
62,-116.9826556859351,-114.55892150657246,61.607259857837164,-145.28467172617906,178.66853131888183
63,16.89751546712685,30.015849702452954,-39.64109352602162,-62.84544988632875,100.62131676525216
64,-87.55689675688525,-83.39996249488627,-123.36551854897488,135.82691375255598,13.228952867962002
65,-135.58410896667812,-169.60909626966395,178.77469670648634,-150.19643242609015,33.99696467373759
66,113.31441628010685,65.38671305416318,125.79186841250527,-104.91533421037437,93.82331332510898
67,-108.3988617902346,-37.4850598722675,77.68758891114402,-55.67830886874722,179.6944524026738
68,-153.23822915725833,-74.6644830825586,36.18786384436831,-155.47527479663773,85.68385354743215
69,81.00187411719878,39.53901428788819,-10.920452851168193,168.3577137523509,10.128853719955814
70,-38.06198452859067,-146.45972186084856,102.89468489762584,-134.78759141363108,15.988613754300527
71,49.39925993898785,123.81482526042862,-159.6249640840854,-2.2554902368637215,175.6458256382594
72,-170.04774272024505,159.69164513050936,-11.427934542829604,58.2722882007952,132.99898844002948
73,106.34673926862547,-68.23421218101788,-31.340049179534816,171.3975745336523,169.65119641920995
74,103.09538829628951,140.36753928612205,-175.691198222022,99.69818922444182,141.2473300126752
75,-57.06910324358081,5.023424680108292,-165.81805318606663,-19.926671593577282,33.923557762779055
76,-153.55987038086934,-18.96665292260957,178.38769879176135,85.3967336008181,150.83575432440477
77,-103.37372393547336,81.00447439253713,95.87734508691796,-78.27790835684092,89.89542488886201
