,xi,xf
0,22.04166253909876,44.28926650397684
1,7.614931281331638,44.053907518597526
2,20.125197795720375,27.49671555486428
3,84.51058481857046,5.487540387987466
4,61.928808509083886,64.17600505430875
5,50.61486021590746,88.52582133021417
6,69.36094419592548,87.3566988019261
7,55.186173435450705,31.090518583669525
8,53.727042467985406,55.0604096217026
9,75.66600114995882,98.15841599120816
10,69.85364849508791,81.48357189477606
11,25.223881712829154,41.0930429506424
12,60.62127017368913,16.639518484444416
13,91.41946905785093,70.04638199764116
14,82.61125630329636,64.03501755006448
15,57.45893030624944,39.303966310258154
16,4.784999872001694,38.93819039431814
17,42.51319037312372,91.14184513036271
18,59.86788825394791,89.00906054030187
19,66.2148863878143,94.22852869844873
20,82.47662981193608,43.06085708834756
21,5.005464437848628,47.33259775179869
22,60.942444861994204,57.035017284103205
23,96.12688659439205,9.891280467243702
24,67.2603952167163,13.918930856930277
25,52.96025693546944,93.32031102642749
26,95.81787980729499,48.80724184483768
27,22.907521398698517,24.595683037214076
28,64.96446062964768,83.2250943809346
29,14.687123135445002,43.95954363022918
30,33.575582897679524,72.32357435131604
31,17.25564415802695,94.84160262810805
32,84.60602919362412,98.60299359497328
33,69.01157152645534,77.43424934713221
34,92.53677880407304,19.04154839219584
35,35.17056291850196,18.13977647444589
36,92.1647927450709,20.556269311070018
37,78.64478429442453,43.20340446049489
38,66.23456022079039,26.520438430904136
39,42.240329557621024,79.23908453327681
40,75.22679047687849,37.76638756990947
41,10.528157133892613,95.42816919573089
42,98.71647620502185,97.30730500857253
43,10.420107842114302,83.60549019332848
44,46.50800967255684,33.91135772839829
45,91.73310494094295,87.35406106113473
46,20.712934802194905,18.708197668338578
47,79.0269580696573,49.24205435605911
48,56.6505521795769,54.69179211771383
49,35.7087726345955,60.352563618744604
50,9.371179288266617,95.20762926770021
51,5.238186709598269,14.414463205401029
52,17.206178779270886,13.262789708041778
53,50.33322677401415,33.55834796740096
54,0.9183953841659709,90.86844242430362
55,20.252874829123513,84.84308418684341
56,78.83926484749936,76.82498001471924
57,4.340229389464467,32.115247883741105
58,73.87014072438879,59.35621752926152
59,99.15216549367304,28.228910857334355
60,9.208671608601126,96.79457980731834
61,25.84758461052038,18.317842995934353
62,54.60191490496356,95.0925886427974
63,11.796009080482817,48.08163221166028
64,57.94012920662733,92.04725465228243
65,76.42644097071663,73.3757740317661
66,16.594716868005953,29.976351687691306
67,76.21933853701621,78.65234371042416
68,87.8178226222375,64.23118574898373
69,4.493573058456779,43.87021114672489
70,51.889382242618865,19.328400829670656
71,17.899846252383412,71.41909867147255
72,97.09274693012432,36.56263338370876
73,19.6466524868533,6.8759759544751775
74,3.276515150736259,19.79402024974596
75,88.62294321819697,92.44805703907542
76,40.513814823999695,30.188792081362447
77,76.49777265566459,89.77828865584932
78,70.2045582543667,1.8939071884966907
79,41.89693047205261,60.88111947724201
80,75.20627953840068,1.0108506328242228
81,58.84210209955071,51.42240479825341
82,37.24247122887996,5.028957221985941
83,7.5577248347516,10.114870578098534
84,33.70939142651839,53.0812736853788
85,17.306384820450084,63.103471069948235
86,46.7531848551582,7.326166140001966
87,80.94920299419817,41.17048144362157
88,75.494450507922,49.1869138474755
89,19.241416359693197,21.659001013347023
90,39.168485558627566,9.966326036334227
91,90.89790363721562,51.520616177805124
92,13.084993472797324,67.50455899148207
93,92.28868780381607,80.98707750592588
94,81.40760415452984,78.73413920659956
95,41.930713150364184,84.41332976954511
96,18.54213946150408,54.879567794285975
97,25.55940398984996,83.2168604875032
98,88.99910177980442,38.096230003954545
99,67.5135230946708,15.295512698004288
